views,mature,life_time,created_at,updated_at,numeric_id,dead_account,language,affiliate
3487,1,835,6/29/2016,10/12/2018,8862,0,EN,1
1506,0,1371,1/8/2015,10/10/2018,8863,0,EN,1
622,0,1038,12/9/2015,10/12/2018,8864,0,EN,1
257,0,2149,4/5/2012,2/22/2018,8865,1,EN,0
2312,1,308,12/8/2017,10/12/2018,8866,0,EN,1
1266,0,634,1/9/2017,10/5/2018,8867,0,ES,0
24875,0,1268,4/23/2015,10/12/2018,8868,0,CS,1
966,1,677,12/4/2016,10/12/2018,8869,0,ES,0
38739,1,3592,12/8/2008,10/9/2018,8870,0,EN,1
7823,1,3228,12/5/2009,10/7/2018,8871,0,EN,1
1278,0,1665,3/1/2014,9/21/2018,8872,0,EN,1
3626,0,1517,6/13/2014,8/8/2018,8873,0,EN,0
12423,1,1111,9/15/2015,9/30/2018,8874,0,FR,1
3311,0,1150,8/19/2015,10/12/2018,8875,0,PL,1
3447,0,1709,2/1/2014,10/7/2018,8876,0,EN,1
1839,0,2131,12/7/2012,10/8/2018,8877,0,EN,1
10482,1,1372,1/9/2015,10/12/2018,8878,0,EN,1
9891,1,1443,10/30/2014,10/12/2018,8879,0,EN,0
2318,0,1272,4/19/2015,10/12/2018,8880,0,DE,1
123675,0,2009,4/12/2013,10/12/2018,8881,0,PL,1
530,0,1388,12/11/2014,9/29/2018,8882,0,EN,0
710,0,1641,4/14/2014,10/11/2018,8883,0,DE,0
3390,1,1585,5/10/2014,9/11/2018,8884,0,EN,0
8597,0,1198,6/28/2015,10/8/2018,8885,0,RU,1
63294,1,1724,1/16/2014,10/6/2018,8886,0,EN,1
1615,1,3006,6/25/2010,9/17/2018,8887,0,EN,0
863,0,1693,12/28/2013,8/17/2018,8888,0,EN,0
1669,0,1673,3/13/2014,10/11/2018,8889,0,EN,0
76181,1,1975,5/16/2013,10/12/2018,8890,0,EN,1
48669,1,1066,11/10/2015,10/11/2018,8891,0,DE,1
42955,1,1614,5/12/2014,10/12/2018,8892,0,EN,1
259,0,1791,11/16/2013,10/12/2018,8893,0,EN,0
6303458,0,3737,7/4/2008,9/27/2018,8894,0,EN,0
53229,1,1347,2/3/2015,10/12/2018,8895,0,EN,1
2457,1,1312,3/1/2015,10/3/2018,8896,0,FR,0
222185,0,2484,12/16/2011,10/4/2018,8897,0,EN,0
1021,1,1560,7/5/2014,10/12/2018,8898,0,EN,1
4038,1,2348,4/29/2012,10/3/2018,8899,0,EN,0
26127,0,2099,1/12/2013,10/12/2018,8900,0,EN,1
16935,0,1327,2/15/2015,10/4/2018,8901,0,EN,1
2162,1,1995,3/21/2013,9/6/2018,8902,0,EN,0
17271,1,2099,1/8/2013,10/8/2018,8903,0,EN,1
7084,0,2293,7/1/2012,10/11/2018,8904,0,EN,1
52766,1,1849,9/19/2013,10/12/2018,8905,0,EN,1
6452,0,2192,10/10/2012,10/11/2018,8906,0,EN,0
1554,0,1541,5/17/2014,8/5/2018,8907,0,EN,0
4721,1,3036,6/6/2010,9/28/2018,8908,0,EN,1
4622,1,3594,11/21/2008,9/24/2018,8909,0,EN,0
18667,0,1676,3/2/2014,10/3/2018,8910,0,EN,1
951,0,241,1/21/2018,9/19/2018,8911,0,EN,1
2682,1,2313,5/12/2012,9/11/2018,8912,0,EN,0
1976,1,1560,7/2/2014,10/9/2018,8913,0,EN,0
774,1,1358,1/4/2015,9/23/2018,8914,0,EN,0
1879,1,1788,11/13/2013,10/6/2018,8915,0,EN,0
1555,0,1976,5/14/2013,10/11/2018,8916,0,EN,0
401,0,1628,4/21/2014,10/5/2018,8917,0,OTHER,0
390,0,477,8/28/2013,12/18/2014,8918,1,OTHER,0
859702,0,2528,11/10/2011,10/12/2018,8919,0,EN,0
1868,1,612,2/4/2017,10/9/2018,8920,0,EN,1
983,1,1486,9/2/2014,9/27/2018,8921,0,EN,0
2259,1,2658,7/2/2011,10/11/2018,8922,0,DE,0
1277,0,2610,8/20/2011,10/12/2018,8923,0,EN,0
8195,1,587,3/4/2017,10/12/2018,8924,0,EN,1
568,0,1831,8/13/2013,8/18/2018,8925,0,EN,0
2633,1,1997,4/24/2013,10/12/2018,8926,0,EN,1
509,1,897,4/28/2016,10/12/2018,8927,0,EN,0
7801,0,588,3/3/2017,10/12/2018,8928,0,EN,0
8277,0,737,10/4/2016,10/11/2018,8929,0,EN,1
623631,1,1921,7/9/2013,10/12/2018,8930,0,DE,0
1979,0,2062,1/18/2013,9/11/2018,8931,0,EN,0
3812,1,548,4/8/2017,10/8/2018,8932,0,EN,1
11577,1,1041,12/5/2015,10/11/2018,8933,0,DE,1
9774,1,1169,7/31/2015,10/12/2018,8934,0,EN,1
6264,1,1366,1/13/2015,10/10/2018,8935,0,EN,1
1287,0,1417,11/24/2014,10/11/2018,8936,0,EN,0
1215,0,1844,8/25/2013,9/12/2018,8937,0,EN,0
2059,1,1206,6/23/2015,10/11/2018,8938,0,EN,1
932,1,473,6/16/2017,10/2/2018,8939,0,EN,0
40631,0,2025,3/27/2013,10/12/2018,8940,0,ES,1
1195,1,1723,1/23/2014,10/12/2018,8941,0,EN,0
2923,0,1676,3/3/2014,10/4/2018,8942,0,EN,1
22188,0,942,3/14/2016,10/12/2018,8943,0,TR,1
365,0,1418,11/17/2014,10/5/2018,8944,0,EN,0
7617,0,941,3/8/2016,10/5/2018,8945,0,EN,0
3769,1,1808,10/30/2013,10/12/2018,8946,0,EN,1
3366,1,1384,12/24/2014,10/8/2018,8947,0,EN,1
1920,1,1661,3/26/2014,10/12/2018,8948,0,EN,1
10518,1,2575,8/30/2011,9/17/2018,8949,0,RU,0
791,1,1848,8/14/2013,9/5/2018,8950,0,ZH,0
496,0,1793,11/13/2013,10/11/2018,8951,0,EN,0
52897,1,935,3/21/2016,10/12/2018,8952,0,DE,1
35562,0,2064,2/16/2013,10/12/2018,8953,0,EN,0
100,0,1899,7/12/2013,9/23/2018,8954,0,EN,0
2128,0,2534,11/4/2011,10/12/2018,8955,0,EN,1
544,0,946,3/5/2016,10/7/2018,8956,0,EN,0
1806,0,2100,1/11/2013,10/12/2018,8957,0,FI,0
7621,0,1861,9/7/2013,10/12/2018,8958,0,JA,1
4073,1,1954,6/5/2013,10/11/2018,8959,0,SV,0
435,1,2482,12/26/2011,10/12/2018,8960,0,EN,0
133,0,817,4/10/2016,7/6/2018,8961,1,EN,0
48544,1,3521,2/19/2009,10/11/2018,8962,0,EN,1
949,1,1638,4/18/2014,10/12/2018,8963,0,DE,1
598,0,2073,1/22/2013,9/26/2018,8964,0,EN,0
4890,1,1011,1/5/2016,10/12/2018,8965,0,EN,1
1937,0,1517,7/27/2014,9/21/2018,8966,0,EN,0
10442,0,2845,12/28/2010,10/12/2018,8967,0,EN,1
961,1,1082,10/21/2015,10/7/2018,8968,0,EN,0
26413,1,1803,11/2/2013,10/10/2018,8969,0,EN,1
14936,0,1801,11/2/2013,10/8/2018,8970,0,EN,1
1685,1,1361,1/18/2015,10/10/2018,8971,0,EN,0
37283,0,2095,1/15/2013,10/11/2018,8972,0,EN,0
6354,0,1938,6/22/2013,10/12/2018,8973,0,DE,1
275,0,1563,11/28/2013,3/10/2018,8974,1,OTHER,0
3549,1,1428,10/21/2014,9/18/2018,8975,0,EN,0
3438,0,1676,3/10/2014,10/11/2018,8976,0,EN,1
3806,0,873,5/22/2016,10/12/2018,8977,0,EN,1
1747,0,785,8/12/2016,10/6/2018,8978,0,EN,0
44381,1,1330,2/9/2015,10/1/2018,8979,0,EN,1
2381,0,1991,4/27/2013,10/9/2018,8980,0,EN,1
726,1,1926,5/28/2013,9/5/2018,8981,0,EN,0
3793,1,1741,1/3/2014,10/10/2018,8982,0,ES,1
2223,0,1947,6/3/2013,10/2/2018,8983,0,EN,1
4323,0,2441,2/2/2012,10/9/2018,8984,0,EN,0
6465,0,728,10/11/2016,10/9/2018,8985,0,EN,1
25751,1,2609,8/21/2011,10/12/2018,8986,0,EN,0
781,0,1679,3/7/2014,10/11/2018,8987,0,DE,0
4088,0,2155,11/14/2012,10/9/2018,8988,0,FR,0
38,0,1075,10/12/2015,9/21/2018,8989,0,EN,0
984,1,1554,7/6/2014,10/7/2018,8990,0,EN,0
5499,1,285,12/28/2017,10/9/2018,8991,0,EN,1
15787,1,1750,12/27/2013,10/12/2018,8992,0,EN,1
4501,0,2054,2/23/2013,10/9/2018,8993,0,JA,1
94712,1,1900,7/30/2013,10/12/2018,8994,0,EN,1
120415,0,2357,4/24/2012,10/7/2018,8995,0,EN,0
2334,0,1824,10/6/2013,10/4/2018,8996,0,EN,1
92915,1,1664,3/23/2014,10/12/2018,8997,0,ZH,1
23986,1,1563,7/2/2014,10/12/2018,8998,0,EN,1
2238,0,1013,1/3/2016,10/12/2018,8999,0,EN,1
10138,1,1935,6/25/2013,10/12/2018,9000,0,EN,1
380,0,825,7/9/2016,10/12/2018,9001,0,EN,0
18199,0,1967,5/24/2013,10/12/2018,9002,0,EN,1
11656,1,847,6/17/2016,10/12/2018,9003,0,EN,1
7683,0,827,7/6/2016,10/11/2018,9004,0,EN,1
1004,0,1774,11/16/2013,9/25/2018,9005,0,EN,1
3823,0,1180,7/20/2015,10/12/2018,9006,0,RU,0
2497,1,1693,2/17/2014,10/7/2018,9007,0,EN,1
10607,1,2215,9/18/2012,10/12/2018,9008,0,EN,1
1436,0,692,11/19/2016,10/12/2018,9009,0,EN,0
94201,1,1519,8/13/2014,10/10/2018,9010,0,EN,1
4561,1,640,1/7/2017,10/9/2018,9011,0,DE,1
249,0,1263,4/27/2015,10/11/2018,9012,0,EN,0
723,1,396,9/10/2017,10/11/2018,9013,0,EN,0
93152,1,1864,9/4/2013,10/12/2018,9014,0,EN,0
6949,1,477,6/18/2017,10/8/2018,9015,0,EN,1
2169,0,3329,5/6/2009,6/17/2018,9016,1,EN,0
75542,0,1715,1/30/2014,10/11/2018,9017,0,EN,0
3486,1,273,1/12/2018,10/12/2018,9018,0,EN,1
3236,0,1583,6/2/2014,10/2/2018,9019,0,CS,0
4634,1,1579,6/10/2014,10/6/2018,9020,0,EN,0
340,0,1700,1/14/2014,9/10/2018,9021,0,EN,0
5906,1,495,5/10/2017,9/17/2018,9022,0,EN,1
4440,0,1532,8/1/2014,10/11/2018,9023,0,EN,1
4229,1,1208,6/20/2015,10/10/2018,9024,0,EN,1
1318,1,2691,5/11/2011,9/22/2018,9025,0,EN,1
1231,1,1224,6/3/2015,10/9/2018,9026,0,EN,0
982,0,1155,8/13/2015,10/11/2018,9027,0,RU,0
48567,1,1827,10/11/2013,10/12/2018,9028,0,EN,0
5195,1,1315,3/7/2015,10/12/2018,9029,0,DE,1
8446,1,939,3/16/2016,10/11/2018,9030,0,EN,0
239456,0,1761,12/16/2013,10/12/2018,9031,0,PT,0
12977,0,1660,3/27/2014,10/12/2018,9032,0,ES,1
15265,1,1687,2/28/2014,10/12/2018,9033,0,EN,1
380,1,304,11/2/2017,9/2/2018,9034,0,EN,0
224,0,1055,11/6/2015,9/26/2018,9035,0,EN,0
3703,0,522,5/8/2017,10/12/2018,9036,0,EN,1
4609,0,1763,12/14/2013,10/12/2018,9037,0,EN,1
12390,1,1637,4/18/2014,10/11/2018,9038,0,EN,1
1658,0,1593,5/31/2014,10/10/2018,9039,0,EN,0
4783,1,2055,12/20/2012,8/6/2018,9040,0,EN,0
781,0,1977,5/12/2013,10/10/2018,9041,0,EN,0
761,0,1135,9/3/2015,10/12/2018,9042,0,EN,0
9444,0,1256,4/25/2015,10/2/2018,9043,0,EN,1
81821,0,1956,10/6/2012,2/13/2018,9044,1,EN,0
901,0,1984,4/24/2013,9/29/2018,9045,0,EN,0
1655,0,1645,4/9/2014,10/10/2018,9046,0,ES,0
7775,1,1230,5/31/2015,10/12/2018,9047,0,EN,1
999,1,2162,10/11/2012,9/12/2018,9048,0,EN,0
2050455,1,1883,8/16/2013,10/12/2018,9049,0,DE,0
2120,0,1588,5/27/2014,10/1/2018,9050,0,EN,0
14822,1,1996,4/25/2013,10/12/2018,9051,0,DE,0
1790,0,471,6/22/2017,10/6/2018,9052,0,EN,1
377,0,1657,1/2/2014,7/17/2018,9053,0,EN,0
28941,1,2028,3/23/2013,10/11/2018,9054,0,PL,0
318,0,952,11/2/2015,6/11/2018,9055,1,EN,0
30013,0,1723,1/15/2014,10/4/2018,9056,0,EN,1
292,0,1564,5/29/2014,9/9/2018,9057,0,EN,0
5227,0,1981,5/10/2013,10/12/2018,9058,0,EN,0
109,1,182,12/12/2017,6/12/2018,9059,1,EN,0
1317,0,257,1/18/2018,10/2/2018,9060,0,EN,1
17937,1,2210,9/23/2012,10/12/2018,9061,0,EN,0
2197,1,2053,2/26/2013,10/11/2018,9062,0,EN,0
426,1,2786,2/25/2011,10/12/2018,9063,0,EN,0
237,0,930,3/22/2016,10/8/2018,9064,0,EN,0
27821,1,2673,6/7/2011,10/1/2018,9065,0,EN,1
365,0,1181,7/15/2015,10/8/2018,9066,0,EN,0
9161,1,1595,5/31/2014,10/12/2018,9067,0,DE,1
5570823,0,1703,2/12/2014,10/12/2018,9068,0,EN,0
3329,1,313,12/3/2017,10/12/2018,9069,0,EN,1
17062,0,618,2/1/2017,10/12/2018,9070,0,EN,1
777,0,2077,2/3/2013,10/12/2018,9071,0,EN,0
1336,0,1236,5/25/2015,10/12/2018,9072,0,EN,1
1126,0,683,11/28/2016,10/12/2018,9073,0,EN,1
2941,0,339,11/7/2017,10/12/2018,9074,0,DE,1
566,1,731,10/4/2016,10/5/2018,9075,0,EN,0
5155,0,3056,5/31/2010,10/12/2018,9076,0,EN,1
17980,1,2491,12/14/2011,10/9/2018,9077,0,EN,0
13487,1,1417,11/25/2014,10/12/2018,9078,0,DE,1
17804,1,3817,4/23/2008,10/5/2018,9079,0,EN,1
3818,0,1352,1/27/2015,10/10/2018,9080,0,DA,0
791,0,642,1/8/2017,10/12/2018,9081,0,EN,0
12841,1,1348,2/2/2015,10/12/2018,9082,0,DE,1
5866,0,454,7/11/2017,10/8/2018,9083,0,EN,1
78,1,997,1/14/2016,10/7/2018,9084,0,EN,0
1721,0,563,3/23/2017,10/7/2018,9085,0,EN,1
11389,1,2656,7/5/2011,10/12/2018,9086,0,EN,1
288945,0,1960,5/31/2013,10/12/2018,9087,0,DE,0
1327,1,954,3/1/2016,10/11/2018,9088,0,EN,0
574,0,1530,7/29/2014,10/6/2018,9089,0,EN,0
2532,0,1176,7/23/2015,10/11/2018,9090,0,JA,1
28128,0,2363,4/23/2012,10/12/2018,9091,0,EN,1
20580,1,1177,7/23/2015,10/12/2018,9092,0,TH,1
2152,0,3195,1/4/2010,10/4/2018,9093,0,EN,0
4411,1,2681,6/4/2011,10/6/2018,9094,0,EN,1
30812,0,2388,3/15/2012,9/28/2018,9095,0,ZH,0
250,1,1193,6/7/2015,9/12/2018,9096,0,EN,0
68339,1,1956,6/1/2013,10/9/2018,9097,0,FR,1
964,0,2289,7/6/2012,10/12/2018,9098,0,EN,0
251536,1,2368,4/9/2012,10/3/2018,9099,0,EN,1
104487,1,2057,2/23/2013,10/12/2018,9100,0,EN,1
3383,0,1281,4/10/2015,10/12/2018,9101,0,ES,0
3871,0,1262,4/21/2015,10/4/2018,9102,0,RU,1
8267,1,2450,1/27/2012,10/12/2018,9103,0,EN,1
2253,1,339,11/5/2017,10/10/2018,9104,0,EN,0
1313,1,996,12/7/2015,8/29/2018,9105,0,RU,0
8518,1,925,3/31/2016,10/12/2018,9106,0,DE,1
387,1,1516,8/18/2014,10/12/2018,9107,0,EN,0
8824,1,1523,8/11/2014,10/12/2018,9108,0,DE,0
6979,0,1881,8/14/2013,10/8/2018,9109,0,EN,1
42898,1,784,8/19/2016,10/12/2018,9110,0,EN,1
926,1,2597,9/2/2011,10/12/2018,9111,0,EN,0
2119,1,1453,10/19/2014,10/11/2018,9112,0,EN,1
920,0,733,10/9/2016,10/12/2018,9113,0,EN,0
10852,1,2220,9/13/2012,10/12/2018,9114,0,EN,1
1994,1,1129,8/2/2015,9/4/2018,9115,0,EN,1
76088,1,257,1/28/2018,10/12/2018,9116,0,KO,0
2419,1,1723,1/19/2014,10/8/2018,9117,0,DE,0
12089,1,2248,8/16/2012,10/12/2018,9118,0,EN,0
36641,1,1537,7/28/2014,10/12/2018,9119,0,NO,1
256,0,859,5/19/2016,9/25/2018,9120,0,EN,0
5582,0,2318,5/20/2012,9/24/2018,9121,0,DE,0
1427,1,1026,12/18/2015,10/9/2018,9122,0,ES,0
581,0,932,6/30/2012,1/18/2015,9123,1,EN,0
7912,1,252,2/2/2018,10/12/2018,9124,0,EN,1
11371,1,969,2/16/2016,10/12/2018,9125,0,EN,1
1529,0,1487,7/26/2013,8/21/2017,9126,1,EN,0
6357,0,780,8/23/2016,10/12/2018,9127,0,ES,1
11406,1,1328,2/22/2015,10/12/2018,9128,0,EN,1
746,1,959,1/31/2016,9/16/2018,9129,0,EN,1
610,0,2247,1/29/2012,3/25/2018,9130,1,OTHER,0
768,0,1255,5/5/2015,10/11/2018,9131,0,EN,0
6187,0,648,1/1/2017,10/11/2018,9132,0,EN,0
445,1,1908,7/12/2013,10/2/2018,9133,0,EN,0
658,1,2186,10/2/2012,9/27/2018,9134,0,DE,0
1327,0,1744,1/1/2014,10/11/2018,9135,0,EN,0
2473,0,1534,7/16/2014,9/27/2018,9136,0,EN,0
1274,0,1666,3/21/2014,10/12/2018,9137,0,EN,0
417,0,211,3/6/2018,10/3/2018,9138,0,EN,0
2846,1,520,5/10/2017,10/12/2018,9139,0,EN,1
1552,0,1391,10/25/2014,8/16/2018,9140,0,DE,0
16078,0,1399,12/13/2014,10/12/2018,9141,0,KO,1
3909,0,1124,9/14/2015,10/12/2018,9142,0,EN,1
1002,0,1463,10/8/2014,10/10/2018,9143,0,EN,1
1066,1,2199,9/5/2012,9/13/2018,9144,0,EN,1
1529804,1,1673,3/14/2014,10/12/2018,9145,0,EN,0
32,0,602,1/27/2017,9/21/2018,9146,0,EN,0
1358,1,1508,8/2/2014,9/18/2018,9147,0,EN,0
6797,0,704,11/7/2016,10/12/2018,9148,0,EN,1
533,1,1743,11/19/2013,8/28/2018,9149,0,EN,0
4073,1,1381,12/29/2014,10/10/2018,9150,0,EN,1
2727,1,2077,1/30/2013,10/8/2018,9151,0,EN,0
5928,1,1574,6/21/2014,10/12/2018,9152,0,EN,0
2104,0,607,2/12/2017,10/12/2018,9153,0,PT,0
10025,1,199,3/27/2018,10/12/2018,9154,0,DE,1
1217,1,1636,4/20/2014,10/12/2018,9155,0,EN,0
6566,1,650,12/30/2016,10/11/2018,9156,0,FR,1
2199,0,1516,8/13/2014,10/7/2018,9157,0,EN,0
153,0,626,1/24/2017,10/12/2018,9158,0,EN,0
31952,1,1685,3/2/2014,10/12/2018,9159,0,EN,0
473,1,1147,8/9/2015,9/29/2018,9160,0,EN,1
7266,1,1294,3/27/2015,10/11/2018,9161,0,EN,1
268,0,585,2/7/2017,9/15/2018,9162,0,EN,0
1102,1,1233,5/28/2015,10/12/2018,9163,0,EN,1
4137,1,1668,3/19/2014,10/12/2018,9164,0,EN,1
23637,1,1736,12/31/2013,10/2/2018,9165,0,EN,1
1503,1,1860,9/8/2013,10/12/2018,9166,0,EN,0
1134,1,1254,5/7/2015,10/12/2018,9167,0,EN,0
5183,1,2327,5/26/2012,10/9/2018,9168,0,EN,0
397,1,1745,1/1/2014,10/12/2018,9169,0,EN,0
24653,0,1282,4/8/2015,10/11/2018,9170,0,EN,1
971,1,2251,8/9/2012,10/8/2018,9171,0,EN,0
841,0,196,2/24/2018,9/8/2018,9172,0,DE,0
857,0,952,3/3/2016,10/11/2018,9173,0,EN,0
50383,1,1399,12/13/2014,10/12/2018,9174,0,RU,1
1575,0,2729,4/1/2011,9/20/2018,9175,0,EN,0
23143,0,1805,11/2/2013,10/12/2018,9176,0,RU,0
2168,0,2736,2/21/2011,8/19/2018,9177,0,EN,0
69304,0,2717,5/1/2011,10/8/2018,9178,0,ES,0
18970,0,2624,8/5/2011,10/11/2018,9179,0,EN,1
12766,1,1122,9/16/2015,10/12/2018,9180,0,EN,0
58053,1,980,2/5/2016,10/12/2018,9181,0,EN,1
665,0,1376,12/28/2014,10/4/2018,9182,0,EN,0
573,1,1114,9/9/2015,9/27/2018,9183,0,EN,0
14580,0,2063,2/17/2013,10/12/2018,9184,0,EN,1
2729,0,1907,7/20/2013,10/9/2018,9185,0,EN,0
14525,1,305,12/11/2017,10/12/2018,9186,0,EN,1
460,0,1639,3/27/2014,9/21/2018,9187,0,EN,0
1506,0,1003,1/13/2016,10/12/2018,9188,0,EN,0
89157,1,2827,1/14/2011,10/11/2018,9189,0,EN,1
2722,0,467,6/25/2017,10/5/2018,9190,0,PT,1
1614575,0,1581,6/14/2014,10/12/2018,9191,0,PT,0
3291,1,1175,7/2/2015,9/19/2018,9192,0,EN,0
3094,1,1764,12/13/2013,10/12/2018,9193,0,EN,0
4354,1,548,4/11/2017,10/11/2018,9194,0,EN,1
27482,1,923,4/1/2016,10/11/2018,9195,0,EN,1
4281,0,323,11/23/2017,10/12/2018,9196,0,EN,1
3170,1,1570,6/24/2014,10/11/2018,9197,0,EN,1
1067,0,897,1/30/2016,7/15/2018,9198,0,EN,0
10357,1,1475,9/21/2014,10/5/2018,9199,0,EN,0
37425,0,3346,8/3/2009,10/1/2018,9200,0,ZH,0
331,1,2001,3/6/2013,8/28/2018,9201,0,EN,0
10384,1,625,1/24/2017,10/11/2018,9202,0,EN,1
221485,1,3217,12/21/2009,10/12/2018,9203,0,EN,0
1787,0,934,3/21/2016,10/11/2018,9204,0,EN,1
998,0,1359,1/8/2015,9/28/2018,9205,0,EN,0
2798,1,1897,8/2/2013,10/12/2018,9206,0,EN,1
6903,1,292,12/23/2017,10/11/2018,9207,0,EN,1
10722,0,647,12/27/2016,10/5/2018,9208,0,EN,1
2148,0,1036,12/5/2015,10/6/2018,9209,0,EN,1
61940,0,990,1/26/2016,10/12/2018,9210,0,PT,1
55377,0,2133,12/9/2012,10/12/2018,9211,0,DE,1
95374,1,1651,4/5/2014,10/12/2018,9212,0,EN,1
1018,1,2072,1/31/2013,10/4/2018,9213,0,EN,0
1077,0,2239,7/31/2012,9/17/2018,9214,0,EN,0
441,0,1459,8/3/2014,8/1/2018,9215,0,EN,0
462,0,1516,7/13/2014,9/6/2018,9216,0,EN,0
748,1,1789,11/18/2013,10/12/2018,9217,0,EN,0
624,0,1773,12/4/2013,10/12/2018,9218,0,RU,0
778,0,1837,9/26/2013,10/7/2018,9219,0,EN,0
335,0,1569,6/15/2014,10/1/2018,9220,0,EN,0
1872,1,1715,1/31/2014,10/12/2018,9221,0,EN,0
1646,1,1055,11/4/2015,9/24/2018,9222,0,ES,0
4356,1,595,2/22/2017,10/10/2018,9223,0,EN,1
4276,0,1039,12/8/2015,10/12/2018,9224,0,EN,1
3504,0,1422,11/18/2014,10/10/2018,9225,0,ZH,0
7241,1,414,8/17/2017,10/5/2018,9226,0,EN,1
17954,0,2174,10/17/2012,9/30/2018,9227,0,EN,1
140555,1,2775,3/8/2011,10/12/2018,9228,0,FR,1
1006,0,1195,6/23/2015,9/30/2018,9229,0,NL,0
119,0,1164,7/19/2015,9/25/2018,9230,0,EN,0
28340,1,1118,9/20/2015,10/12/2018,9231,0,EN,1
8963,0,2115,12/27/2012,10/12/2018,9232,0,EN,1
52624,1,858,6/6/2016,10/12/2018,9233,0,EN,1
1651,0,1134,8/31/2015,10/8/2018,9234,0,EN,1
4101,1,477,6/21/2017,10/11/2018,9235,0,DE,1
310078,1,2457,1/20/2012,10/12/2018,9236,0,DE,0
871,0,418,8/16/2017,10/8/2018,9237,0,FR,1
45248,1,976,2/9/2016,10/12/2018,9238,0,EN,0
1693,1,1619,5/5/2014,10/10/2018,9239,0,EN,0
1616,1,2817,1/21/2011,10/8/2018,9240,0,EN,0
6878,0,2249,8/15/2012,10/12/2018,9241,0,EN,1
239467,1,2252,8/12/2012,10/12/2018,9242,0,PL,1
3254,0,1827,9/18/2013,9/19/2018,9243,0,EN,0
253,1,1978,4/8/2013,9/7/2018,9244,0,EN,0
100188,1,2108,12/28/2012,10/6/2018,9245,0,EN,1
2072,1,1193,7/7/2015,10/12/2018,9246,0,EN,1
2318,0,2030,3/7/2013,9/27/2018,9247,0,EN,0
12891,1,2078,1/29/2013,10/8/2018,9248,0,EN,0
74600,0,1795,11/11/2013,10/11/2018,9249,0,DE,1
5539,0,2425,2/18/2012,10/9/2018,9250,0,EN,0
495,1,2528,10/27/2011,9/28/2018,9251,0,EN,0
9565,0,2926,8/5/2010,8/9/2018,9252,0,EN,0
739238,0,2122,12/20/2012,10/12/2018,9253,0,RU,0
1544,0,968,2/17/2016,10/12/2018,9254,0,EN,1
10334,1,1163,8/6/2015,10/12/2018,9255,0,EN,1
3935,1,1443,10/30/2014,10/12/2018,9256,0,EN,1
1816,0,1677,1/10/2014,8/14/2018,9257,0,ES,0
43629,1,1464,10/9/2014,10/12/2018,9258,0,FI,1
3139,0,1126,9/12/2015,10/12/2018,9259,0,EN,1
5858,0,693,11/18/2016,10/12/2018,9260,0,EN,1
1414038,0,1609,5/17/2014,10/12/2018,9261,0,EN,0
19014,0,3077,5/6/2010,10/8/2018,9262,0,ZH,1
1478,1,415,8/12/2017,10/1/2018,9263,0,EN,1
141725,1,1568,6/26/2014,10/11/2018,9264,0,EN,1
14533215,0,3516,2/25/2009,10/12/2018,9265,0,EN,0
1306,0,621,1/10/2017,9/23/2018,9266,0,EN,0
4879842,1,1603,5/23/2014,10/12/2018,9267,0,EN,0
942,0,1119,8/20/2015,9/12/2018,9268,0,RU,0
1229,1,1472,9/27/2014,10/8/2018,9269,0,EN,1
4618,0,591,2/28/2017,10/12/2018,9270,0,NL,1
2594,1,803,7/31/2016,10/12/2018,9271,0,EN,1
1532,1,482,6/17/2017,10/12/2018,9272,0,EN,1
9648,0,1430,11/12/2014,10/12/2018,9273,0,ES,1
4270,1,683,11/28/2016,10/12/2018,9274,0,EN,1
7238939,0,2628,8/2/2011,10/12/2018,9275,0,EN,0
2150,0,1138,8/31/2015,10/12/2018,9276,0,EN,0
1153,1,1903,7/14/2013,9/29/2018,9277,0,EN,0
10149,1,1208,6/22/2015,10/12/2018,9278,0,EN,1
1207,0,561,3/30/2017,10/12/2018,9279,0,EN,1
2400,0,1296,3/26/2015,10/12/2018,9280,0,OTHER,0
1355,0,1922,6/12/2013,9/16/2018,9281,0,EN,0
3043,0,2348,5/3/2012,10/7/2018,9282,0,EN,0
176,1,1421,11/15/2014,10/6/2018,9283,0,EN,0
3034,0,1754,12/23/2013,10/12/2018,9284,0,EN,0
6953,1,2051,2/28/2013,10/11/2018,9285,0,EN,1
15200,0,1490,9/13/2014,10/12/2018,9286,0,EN,0
2361,0,799,8/3/2016,10/11/2018,9287,0,EN,0
817,0,1707,1/3/2014,9/6/2018,9288,0,EN,0
3338,1,1772,12/5/2013,10/12/2018,9289,0,PT,0
23539,0,1082,10/26/2015,10/12/2018,9290,0,NL,1
2230,1,1342,2/8/2015,10/12/2018,9291,0,EN,1
1399257,0,2604,8/26/2011,10/12/2018,9292,0,EN,0
4274,0,3066,5/16/2010,10/7/2018,9293,0,EN,0
15988,1,1775,12/2/2013,10/12/2018,9294,0,EN,1
1484,0,1993,3/31/2013,9/14/2018,9295,0,EN,0
6702,1,2388,3/29/2012,10/12/2018,9296,0,EN,1
456,0,1763,11/20/2013,9/18/2018,9297,0,EN,0
642,0,1767,11/12/2013,9/14/2018,9298,0,EN,0
7294,1,1881,8/11/2013,10/5/2018,9299,0,DE,1
1328,0,783,8/16/2016,10/8/2018,9300,0,IT,0
5182,0,2064,1/20/2013,9/15/2018,9301,0,EN,0
3791,1,1166,8/3/2015,10/12/2018,9302,0,EN,0
